Radios.com.uy|http://www.radios.com.uy/radio-el-espectador/|4
Twitter|https://twitter.com/radiofutura911|11
Radios.com.uy|http://www.radios.com.uy/futura/|11
Web|https://www.metro951.com/|5
Twitter|https://twitter.com/Metro951|5
Radioarg.com|http://www.radioarg.com/radio-metro/|5
Radioarg.com|http://www.radioarg.com/vorterix/|13
Web|http://www.continental.com.ar/|19
Twitter|https://twitter.com/continental590|19
Radioarg.com|http://www.radioarg.com/continental/|19
Web|https://www.radionacional.com.ar/nacionalrock/|25
Twitter|https://twitter.com/NacionalAM870|25
Radioarg.com|http://www.radioarg.com/nacional-rock/|25
Web|https://www.lared.am/|42
Twitter|https://twitter.com/radiolared|42
Radioarg.com|http://www.radioarg.com/la-red/|42
Web|https://www.radiozero.cl/|8
Twitter|https://twitter.com/radiozero977|8
Emisora.cl|http://www.emisora.cl/zero/|8
Web|http://www.futuro.cl/|20
Emisora.cl|http://www.emisora.cl/futuro/|20
Emisora.cl|http://www.emisora.cl/adn/|35
Emisora.org.es|http://www.emisora.org.es/marca/|26
Emisora.org.es|http://www.emisora.org.es/cope/|30
Emisora.org.es|http://www.emisora.org.es/cadena-ser/|31
Emisora.org.es|http://www.emisora.org.es/rock-fm/|34
Web|https://sonarfm.cl/|6
Twitter|https://twitter.com/sonarfm|6
Web|https://oasisfm.cl/|32
Twitter|https://twitter.com/OasisFMChile|32
Web|http://www.concierto.cl/|43
Twitter|https://twitter.com/conciertoradio|43
Tunein|https://tunein.com/radio/Radio-Zero-977-s25204/|8
Tunein|https://tunein.com/radio/Sonar-FM-1057-s122596/|6
Tunein|https://tunein.com/radio/Oasis-FM-1021-s16300/|32
Tunein|https://tunein.com/radio/Futuro-FM-889-s16225/|20
Tunein|https://tunein.com/radio/ADN-Radio-Chile-917-s47070/|35
Tunein|https://tunein.com/radio/Concierto-FM-885-s25842/|43
Web|http://www.fmtiempo.cl/categoria/programas/|44
Web|http://www.rockandpop.cl/|45
Tunein|https://tunein.com/radio/Rock--Pop-(Chile)-941-s13745/|45
Tunein|https://tunein.com/radio/FM-Tiempo-959-s8407/|44
Tunein|https://tunein.com/radio/Radio-La-Red-AM-910-s13680|42
Web|http://www.azulfm.com.uy/|46
Radios.com.uy|http://www.radios.com.uy/azul/|46
Web|http://www.airefm.com.uy/|47
Radios.com.uy|http://www.radios.com.uy/aire/|47
Web|http://www.sarandi690.com.uy/|48
Twitter|https://twitter.com/radiosarandi690|48
Radios.com.uy|http://www.radios.com.uy/sarandi/|48
Emisora.cl|http://www.emisora.cl/tiempo/|44
Web|https://www.biobiochile.cl/|49
Twitter|https://twitter.com/biobio|49
Web|https://rpp.pe/|50
Twitter|https://twitter.com/rppnoticias|50
Radios.com.pe|http://www.radios.com.pe/rpp/|50
Web|https://www.studio92.com/|51
Twitter|https://twitter.com/Studio92|51
Radios.com.pe|http://www.radios.com.pe/studio/|51
Web|https://www.oxigeno.com.pe/|52
Twitter|https://twitter.com/Radio_Oxigeno|52
Radios.com.pe|http://www.radios.com.pe/oxigeno/|52
Web|https://oasis.pe/|53
Twitter|https://twitter.com/RadioOasisFM|53
Radios.com.pe|http://www.radios.com.pe/oasis/|53
Web|https://750.am/|54
Twitter|https://twitter.com/AM750|54
Radioarg.com|http://www.radioarg.com/radio-10/|54
Web|http://www.lacostafm88.com/|55
Twitter|https://twitter.com/LaCostaFM|55
Web|http://www.radiocero.com.uy/|56
Twitter|https://twitter.com/Radiocero1043|56
Radios.com.uy|http://www.radios.com.uy/radio-cero/|56
Web|https://www.metropolisfm.com/|57
Twitter|https://twitter.com/metropolis1049|57
Radios.com.uy|http://www.radios.com.uy/metropolis-fm/|57
Web|https://babel.uy/|58
Twitter|https://twitter.com/BabelUy|58
Radios.com.uy|http://www.radios.com.uy/babel/|58
Web|http://www.alfafm.com.uy/|60
Radios.com.uy|http://www.radios.com.uy/alfa-montevideo/|60
