120|EG.690 Hyenah|http://www.electronicgroove.com/Podcast/eg690.mp3|EG.690 Hyenah|2018.06.18-00:00:00|True|eg690.mp3|88701632|11
121|EG.689 Timo Maas|http://www.electronicgroove.com/Podcast/eg689.mp3|EG.689 Timo Maas|2018.06.11-00:00:00|True|eg689.mp3|88588243|11
122|EG.688 Døc|http://www.electronicgroove.com/Podcast/eg688.mp3|EG.688 Døc|2018.06.04-00:00:00|True|eg688.mp3|91572371|11
123|EG.687 Beatamines|http://www.electronicgroove.com/Podcast/eg687.mp3|EG.687 Beatamines|2018.05.28-00:00:00|True|eg687.mp3|87425302|11
124|EG.686 Audiofly|http://www.electronicgroove.com/Podcast/eg686.mp3|EG.686 Audiofly|2018.05.21-00:00:00|True|eg686.mp3|86781910|11
125|EG.685 Matt Tolfrey|http://www.electronicgroove.com/Podcast/eg685.mp3|EG.685 Matt Tolfrey|2018.05.14-00:00:00|True|eg685.mp3|88099818|11
126|EG.684 Dance Spirit|http://www.electronicgroove.com/Podcast/eg684.mp3|EG.684 Dance Spirit|2018.05.07-00:00:00|True|eg684.mp3|89622986|11
127|EG.683 Capej|http://www.electronicgroove.com/Podcast/eg683.mp3|EG.683 Capej|2018.04.30-00:00:00|True|eg683.mp3|92094972|11
128|EG.682 Magit Cacoon|http://www.electronicgroove.com/Podcast/eg682.mp3|EG.682 Magit Cacoon|2018.04.23-00:00:00|True|eg681.mp3|89272238|11
129|EG.681 Ditian|http://www.electronicgroove.com/Podcast/eg681.mp3|EG.681 Ditian|2018.04.16-00:00:00|True|eg681.mp3|105444309|11
130|La final menos esperada|http://audios.oceanofm.com/programas/19-07-05mario.mp3|Brasil, con su prestigio y figuras, se hará cargo del protagonismo en Maracaná ante Perú, que llega con rendimiento crec|2019.07.05-00:00:00|True|19-07-05mario.mp3|40621142|7
131|La fama es lo de menos|http://audios.oceanofm.com/programas/TodoPasa/19-07-05segundamaanaadusto.mp3|Lubo Adusto volvió recargado con la historia del "chinwenwencha", que trabaja en un merendero de Juan B Justo. El moment|2019.07.05-00:00:00|False||40845586|32
132|Tranquinal cero cinco|http://audios.oceanofm.com/programas/TodoPasa/19-07-032amaanaCoquetoescenario.mp3|Lubo Adusto Freire estuvo atento a las repercusiones de la eliminación argentina de la Copa América y se detuvo en los d|2019.07.03-00:00:00|False||25883274|32
133|Justicia Infinita 03/07/19|http://audios.oceanofm.com/programas/JusticiaInfinita/19-07-03programaentero.mp3||2019.07.03-00:00:00|False||108205456|4
134|Justicia Infinita 02/07/19|http://audios.oceanofm.com/programas/JusticiaInfinita/19-07-02completo.mp3||2019.07.02-00:00:00|False||151309900|4
135|Justicia Infinita 01/07/19|http://audios.oceanofm.com/programas/JusticiaInfinita/19-07-01programaentero.mp3||2019.07.01-00:00:00|False||116009590|4
136|Abrepalabra 04/07/19|http://audios.oceanofm.com/programas/Abrepalabra/19-07-04completo.mp3|Programa completo emitido el día cuatro de julio del 2019.|2019.07.04-00:00:00|False||149338595|38
